"run.Number","Pred.Strat","Prey.Start.Con","Pred.Start.Con","Detect.Black","Detect.White","Step","ticks","nearby","mapAware.table","Hour.Map","Black.Table","White.Table","DomainOverlap","Domain.Prey","hour0","hour1","hour2","hour3","hour4","hour5","hour6","hour7","hour8","hour9","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour20","hour21","hour22","hour23","ihour0","ihour1","ihour2","ihour3","ihour4","ihour5","ihour6","ihour7","ihour8","ihour9","ihour10","ihour11","ihour12","ihour13","ihour14","ihour15","ihour16","ihour17","ihour18","ihour19","ihour20","ihour21","ihour22","ihour23"
465,"Sit-and-Pursue","Small","Small",0.9,0.2,87599,87600,"130","[[0 3] [1 2] [2 25] [3 2] [4 4] [5 17] [6 2] [7 2] [8 3] [9 3] [10 2] [11 9] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 25] [1 31] [2 541] [3 28] [4 67] [5 313] [6 31] [7 73] [8 62] [9 87] [10 57] [11 204] [12 3526] [13 3513] [14 3527] [15 3522] [16 3532] [17 3510] [18 3518] [19 3528] [20 3523] [21 3527] [22 3524] [23 3531]]",17103,26697,43800,0,25,31,541,28,67,313,31,73,62,87,57,204,3526,3513,3527,3522,3532,3510,3518,3528,3523,3527,3524,3531,3,2,25,2,4,17,2,2,3,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0
475,"Sit-and-Pursue","Small","Small",0.9,0.2,8287,8287,"132","[[0 9] [1 13] [2 6] [3 2] [4 8] [5 8] [6 17] [7 8] [8 8] [9 10] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 155] [1 214] [2 81] [3 38] [4 224] [5 199] [6 228] [7 222] [8 118] [9 110] [10 6] [11 22] [12 213] [13 204] [14 201] [15 206] [16 219] [17 220] [18 215] [19 207] [20 207] [21 220] [22 208] [23 206]]",590,3553,4143,0,155,214,81,38,224,199,228,222,118,110,6,22,213,204,201,206,219,220,215,207,207,220,208,206,9,13,6,2,8,8,17,8,8,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
478,"Sit-and-Pursue","Small","Small",0.9,0.2,3821,3821,"80","[[0 5] [1 9] [2 4] [3 3] [4 6] [5 6] [6 4] [7 7] [8 6] [9 7] [10 4] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 86] [1 81] [2 85] [3 47] [4 74] [5 75] [6 83] [7 89] [8 54] [9 76] [10 83] [11 87] [12 85] [13 77] [14 81] [15 88] [16 80] [17 80] [18 85] [19 90] [20 87] [21 85] [22 81] [23 71]]",373,1537,1910,0,86,81,85,47,74,75,83,89,54,76,83,87,85,77,81,88,80,80,85,90,87,85,81,71,5,9,4,3,6,6,4,7,6,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
479,"Sit-and-Pursue","Small","Small",0.9,0.2,3152,3152,"55","[[0 3] [1 4] [2 3] [3 3] [4 5] [5 1] [6 2] [7 3] [8 2] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 70] [1 67] [2 73] [3 63] [4 63] [5 60] [6 51] [7 73] [8 22] [9 63] [10 49] [11 72] [12 69] [13 66] [14 70] [15 79] [16 82] [17 77] [18 58] [19 67] [20 65] [21 74] [22 71] [23 72]]",320,1256,1576,0,70,67,73,63,63,60,51,73,22,63,49,72,69,66,70,79,82,77,58,67,65,74,71,72,3,4,3,3,5,1,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
477,"Sit-and-Pursue","Small","Small",0.9,0.2,10419,10419,"155","[[0 6] [1 12] [2 15] [3 3] [4 5] [5 3] [6 14] [7 15] [8 3] [9 2] [10 22] [11 14] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 132] [1 261] [2 253] [3 37] [4 86] [5 22] [6 257] [7 269] [8 74] [9 23] [10 262] [11 256] [12 276] [13 279] [14 269] [15 267] [16 272] [17 273] [18 283] [19 267] [20 267] [21 269] [22 274] [23 281]]",530,4679,5209,0,132,261,253,37,86,22,257,269,74,23,262,256,276,279,269,267,272,273,283,267,267,269,274,281,6,12,15,3,5,3,14,15,3,2,22,14,0,0,0,0,0,0,0,0,0,0,0,0
480,"Sit-and-Pursue","Small","Small",0.9,0.2,10662,10662,"151","[[0 11] [1 12] [2 12] [3 2] [4 8] [5 2] [6 11] [7 8] [8 6] [9 12] [10 3] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 262] [1 217] [2 254] [3 50] [4 256] [5 235] [6 161] [7 269] [8 86] [9 274] [10 64] [11 147] [12 253] [13 254] [14 256] [15 249] [16 253] [17 268] [18 256] [19 249] [20 252] [21 277] [22 240] [23 249]]",808,4523,5331,0,262,217,254,50,256,235,161,269,86,274,64,147,253,254,256,249,253,268,256,249,252,277,240,249,11,12,12,2,8,2,11,8,6,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0
481,"Sit-and-Pursue","Small","Small",0.9,0.2,12924,12924,"225","[[0 27] [1 10] [2 20] [3 10] [4 25] [5 2] [6 2] [7 22] [8 11] [9 4] [10 11] [11 16] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 316] [1 185] [2 347] [3 168] [4 323] [5 29] [6 31] [7 244] [8 208] [9 60] [10 159] [11 338] [12 345] [13 348] [14 349] [15 350] [16 336] [17 324] [18 322] [19 327] [20 344] [21 334] [22 333] [23 338]]",473,5985,6458,0,316,185,347,168,323,29,31,244,208,60,159,338,345,348,349,350,336,324,322,327,344,334,333,338,27,10,20,10,25,2,2,22,11,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0
483,"Sit-and-Pursue","Small","Small",0.9,0.2,4855,4855,"98","[[0 2] [1 9] [2 6] [3 4] [4 6] [5 9] [6 4] [7 6] [8 3] [9 3] [10 7] [11 7] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 57] [1 112] [2 110] [3 109] [4 105] [5 100] [6 116] [7 110] [8 26] [9 109] [10 107] [11 99] [12 97] [13 116] [14 101] [15 108] [16 95] [17 113] [18 109] [19 109] [20 96] [21 113] [22 99] [23 111]]",480,1947,2427,0,57,112,110,109,105,100,116,110,26,109,107,99,97,116,101,108,95,113,109,109,96,113,99,111,2,9,6,4,6,9,4,6,3,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0
485,"Sit-and-Pursue","Small","Small",0.9,0.2,2785,2785,"63","[[0 3] [1 4] [2 3] [3 4] [4 5] [5 3] [6 2] [7 1] [8 2] [9 2] [10 6] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 65] [1 23] [2 61] [3 67] [4 42] [5 60] [6 64] [7 68] [8 33] [9 23] [10 66] [11 62] [12 60] [13 65] [14 64] [15 72] [16 66] [17 69] [18 52] [19 64] [20 57] [21 73] [22 55] [23 62]]",313,1080,1393,0,65,23,61,67,42,60,64,68,33,23,66,62,60,65,64,72,66,69,52,64,57,73,55,62,3,4,3,4,5,3,2,1,2,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0
486,"Sit-and-Pursue","Small","Small",0.9,0.2,2048,2048,"51","[[0 1] [1 2] [2 2] [3 3] [4 2] [5 3] [6 5] [7 6] [8 6] [9 5] [10 2] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 45] [1 23] [2 14] [3 47] [4 9] [5 16] [6 50] [7 54] [8 50] [9 18] [10 52] [11 51] [12 50] [13 49] [14 50] [15 57] [16 54] [17 45] [18 51] [19 49] [20 53] [21 46] [22 42] [23 48]]",333,690,1023,0,45,23,14,47,9,16,50,54,50,18,52,51,50,49,50,57,54,45,51,49,53,46,42,48,1,2,2,3,2,3,5,6,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
487,"Sit-and-Pursue","Small","Small",0.9,0.2,4812,4812,"81","[[0 5] [1 2] [2 2] [3 6] [4 3] [5 6] [6 6] [7 4] [8 6] [9 4] [10 7] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 106] [1 72] [2 46] [3 106] [4 98] [5 98] [6 114] [7 106] [8 101] [9 91] [10 114] [11 104] [12 112] [13 108] [14 102] [15 111] [16 96] [17 94] [18 94] [19 101] [20 114] [21 96] [22 108] [23 113]]",631,1774,2405,0,106,72,46,106,98,98,114,106,101,91,114,104,112,108,102,111,96,94,94,101,114,96,108,113,5,2,2,6,3,6,6,4,6,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0
484,"Sit-and-Pursue","Small","Small",0.9,0.2,18243,18243,"215","[[0 13] [1 10] [2 28] [3 2] [4 19] [5 13] [6 5] [7 30] [8 4] [9 22] [10 7] [11 8] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 193] [1 117] [2 537] [3 18] [4 265] [5 186] [6 47] [7 365] [8 60] [9 447] [10 79] [11 176] [12 553] [13 551] [14 520] [15 543] [16 567] [17 566] [18 549] [19 560] [20 555] [21 553] [22 562] [23 552]]",341,8780,9121,0,193,117,537,18,265,186,47,365,60,447,79,176,553,551,520,543,567,566,549,560,555,553,562,552,13,10,28,2,19,13,5,30,4,22,7,8,0,0,0,0,0,0,0,0,0,0,0,0
488,"Sit-and-Pursue","Small","Small",0.9,0.2,13014,13014,"183","[[0 3] [1 8] [2 4] [3 23] [4 6] [5 29] [6 27] [7 3] [8 24] [9 2] [10 7] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 37] [1 128] [2 36] [3 196] [4 43] [5 396] [6 417] [7 6] [8 351] [9 9] [10 103] [11 55] [12 401] [13 381] [14 394] [15 408] [16 403] [17 400] [18 404] [19 388] [20 389] [21 388] [22 380] [23 392]]",875,5630,6505,0,37,128,36,196,43,396,417,6,351,9,103,55,401,381,394,408,403,400,404,388,389,388,380,392,3,8,4,23,6,29,27,3,24,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0
490,"Sit-and-Pursue","Small","Small",0.9,0.2,1442,1442,"36","[[0 2] [1 1] [2 2] [3 2] [4 3] [5 2] [6 2] [7 0] [8 3] [9 1] [10 2] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 27] [1 24] [2 23] [3 24] [4 26] [5 31] [6 22] [7 31] [8 36] [9 27] [10 33] [11 31] [12 34] [13 36] [14 33] [15 36] [16 32] [17 26] [18 30] [19 28] [20 31] [21 37] [22 34] [23 29]]",184,537,721,0,27,24,23,24,26,31,22,31,36,27,33,31,34,36,33,36,32,26,30,28,31,37,34,29,2,1,2,2,3,2,2,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
470,"Sit-and-Pursue","Small","Small",0.9,0.2,87599,87600,"161","[[0 2] [1 29] [2 5] [3 2] [4 2] [5 2] [6 2] [7 9] [8 8] [9 2] [10 23] [11 13] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 17] [1 528] [2 197] [3 29] [4 19] [5 40] [6 9] [7 106] [8 158] [9 22] [10 317] [11 353] [12 3509] [13 3487] [14 3502] [15 3501] [16 3516] [17 3494] [18 3497] [19 3508] [20 3494] [21 3509] [22 3491] [23 3497]]",877,42923,43800,0,17,528,197,29,19,40,9,106,158,22,317,353,3509,3487,3502,3501,3516,3494,3497,3508,3494,3509,3491,3497,2,29,5,2,2,2,2,9,8,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0
492,"Sit-and-Pursue","Small","Small",0.9,0.2,1592,1592,"31","[[0 1] [1 3] [2 2] [3 2] [4 1] [5 4] [6 2] [7 1] [8 2] [9 0] [10 2] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 36] [1 31] [2 31] [3 36] [4 28] [5 30] [6 29] [7 32] [8 15] [9 39] [10 34] [11 36] [12 31] [13 27] [14 33] [15 33] [16 33] [17 47] [18 33] [19 38] [20 39] [21 31] [22 35] [23 38]]",287,508,795,0,36,31,31,36,28,30,29,32,15,39,34,36,31,27,33,33,33,47,33,38,39,31,35,38,1,3,2,2,1,4,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
489,"Sit-and-Pursue","Small","Small",0.9,0.2,30563,30563,"232","[[0 18] [1 6] [2 18] [3 23] [4 3] [5 20] [6 6] [7 2] [8 3] [9 2] [10 66] [11 10] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 168] [1 97] [2 331] [3 334] [4 28] [5 225] [6 80] [7 69] [8 53] [9 34] [10 1051] [11 114] [12 1040] [13 1071] [14 1058] [15 1039] [16 1050] [17 1043] [18 1058] [19 1076] [20 1074] [21 1052] [22 1052] [23 1080]]",2478,12799,15277,0,168,97,331,334,28,225,80,69,53,34,1051,114,1040,1071,1058,1039,1050,1043,1058,1076,1074,1052,1052,1080,18,6,18,23,3,20,6,2,3,2,66,10,0,0,0,0,0,0,0,0,0,0,0,0
494,"Sit-and-Pursue","Small","Small",0.9,0.2,1831,1831,"33","[[0 2] [1 0] [2 2] [3 3] [4 1] [5 2] [6 1] [7 2] [8 1] [9 2] [10 2] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 39] [1 49] [2 25] [3 18] [4 41] [5 33] [6 47] [7 40] [8 36] [9 40] [10 33] [11 37] [12 41] [13 45] [14 30] [15 36] [16 34] [17 37] [18 46] [19 38] [20 47] [21 40] [22 38] [23 45]]",326,589,915,0,39,49,25,18,41,33,47,40,36,40,33,37,41,45,30,36,34,37,46,38,47,40,38,45,2,0,2,3,1,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
495,"Sit-and-Pursue","Small","Small",0.9,0.2,7064,7064,"110","[[0 8] [1 2] [2 2] [3 8] [4 7] [5 9] [6 5] [7 9] [8 2] [9 7] [10 8] [11 10] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 163] [1 16] [2 36] [3 158] [4 166] [5 176] [6 57] [7 172] [8 70] [9 164] [10 158] [11 179] [12 164] [13 169] [14 171] [15 154] [16 179] [17 160] [18 161] [19 182] [20 168] [21 174] [22 162] [23 173]]",581,2951,3532,0,163,16,36,158,166,176,57,172,70,164,158,179,164,169,171,154,179,160,161,182,168,174,162,173,8,2,2,8,7,9,5,9,2,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0
496,"Sit-and-Pursue","Small","Small",0.9,0.2,3891,3891,"66","[[0 2] [1 7] [2 5] [3 2] [4 2] [5 2] [6 2] [7 4] [8 2] [9 3] [10 7] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 105] [1 106] [2 96] [3 13] [4 26] [5 18] [6 18] [7 44] [8 46] [9 106] [10 98] [11 97] [12 72] [13 99] [14 111] [15 97] [16 96] [17 102] [18 105] [19 100] [20 91] [21 104] [22 99] [23 97]]",586,1360,1946,0,105,106,96,13,26,18,18,44,46,106,98,97,72,99,111,97,96,102,105,100,91,104,99,97,2,7,5,2,2,2,2,4,2,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0
497,"Sit-and-Pursue","Small","Small",0.9,0.2,14619,14619,"236","[[0 14] [1 22] [2 25] [3 10] [4 28] [5 15] [6 6] [7 3] [8 9] [9 5] [10 27] [11 19] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 146] [1 343] [2 394] [3 145] [4 382] [5 188] [6 62] [7 29] [8 93] [9 73] [10 391] [11 396] [12 400] [13 384] [14 375] [15 416] [16 390] [17 395] [18 384] [19 386] [20 378] [21 390] [22 377] [23 392]]",262,7047,7309,0,146,343,394,145,382,188,62,29,93,73,391,396,400,384,375,416,390,395,384,386,378,390,377,392,14,22,25,10,28,15,6,3,9,5,27,19,0,0,0,0,0,0,0,0,0,0,0,0
482,"Sit-and-Pursue","Small","Small",0.9,0.2,87599,87600,"158","[[0 7] [1 10] [2 14] [3 14] [4 7] [5 15] [6 4] [7 13] [8 7] [9 6] [10 3] [11 11] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 69] [1 212] [2 202] [3 287] [4 130] [5 329] [6 51] [7 245] [8 82] [9 77] [10 22] [11 233] [12 3493] [13 3494] [14 3508] [15 3487] [16 3489] [17 3487] [18 3480] [19 3477] [20 3485] [21 3465] [22 3492] [23 3504]]",38957,4843,43800,0,69,212,202,287,130,329,51,245,82,77,22,233,3493,3494,3508,3487,3489,3487,3480,3477,3485,3465,3492,3504,7,10,14,14,7,15,4,13,7,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0
498,"Sit-and-Pursue","Small","Small",0.9,0.2,2363,2363,"57","[[0 4] [1 2] [2 2] [3 1] [4 2] [5 2] [6 2] [7 2] [8 1] [9 3] [10 0] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 57] [1 2] [2 57] [3 60] [4 29] [5 29] [6 40] [7 30] [8 65] [9 56] [10 59] [11 13] [12 44] [13 61] [14 63] [15 57] [16 57] [17 60] [18 53] [19 60] [20 58] [21 60] [22 53] [23 57]]",557,623,1180,0,57,2,57,60,29,29,40,30,65,56,59,13,44,61,63,57,57,60,53,60,58,60,53,57,4,2,2,1,2,2,2,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
500,"Sit-and-Pursue","Small","Small",0.9,0.2,8502,8502,"163","[[0 8] [1 18] [2 2] [3 2] [4 12] [5 10] [6 20] [7 10] [8 5] [9 9] [10 11] [11 14] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 189] [1 201] [2 11] [3 33] [4 219] [5 213] [6 205] [7 201] [8 46] [9 161] [10 216] [11 201] [12 219] [13 189] [14 199] [15 196] [16 190] [17 201] [18 195] [19 196] [20 178] [21 194] [22 203] [23 196]]",384,3868,4252,0,189,201,11,33,219,213,205,201,46,161,216,201,219,189,199,196,190,201,195,196,178,194,203,196,8,18,2,2,12,10,20,10,5,9,11,14,0,0,0,0,0,0,0,0,0,0,0,0
501,"Sit-and-Pursue","Small","Large",0.9,0.2,1013,1013,"18","[[0 1] [1 0] [2 0] [3 1] [4 1] [5 0] [6 0] [7 0] [8 0] [9 1] [10 1] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 17] [1 25] [2 23] [3 22] [4 20] [5 24] [6 24] [7 17] [8 22] [9 29] [10 24] [11 16] [12 21] [13 13] [14 23] [15 19] [16 23] [17 17] [18 19] [19 23] [20 25] [21 21] [22 20] [23 21]]",282,226,508,0,17,25,23,22,20,24,24,17,22,29,24,16,21,13,23,19,23,17,19,23,25,21,20,21,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
502,"Sit-and-Pursue","Small","Large",0.9,0.2,2694,2694,"26","[[0 1] [1 0] [2 0] [3 3] [4 0] [5 1] [6 1] [7 2] [8 1] [9 1] [10 0] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 70] [1 62] [2 56] [3 64] [4 65] [5 63] [6 58] [7 50] [8 63] [9 56] [10 51] [11 51] [12 48] [13 53] [14 60] [15 51] [16 52] [17 58] [18 55] [19 45] [20 41] [21 67] [22 56] [23 53]]",622,726,1348,0,70,62,56,64,65,63,58,50,63,56,51,51,48,53,60,51,52,58,55,45,41,67,56,53,1,0,0,3,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
503,"Sit-and-Pursue","Small","Large",0.9,0.2,5572,5572,"55","[[0 5] [1 2] [2 3] [3 5] [4 4] [5 2] [6 3] [7 4] [8 2] [9 2] [10 4] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 121] [1 139] [2 121] [3 127] [4 136] [5 11] [6 120] [7 137] [8 82] [9 70] [10 125] [11 97] [12 135] [13 128] [14 126] [15 112] [16 124] [17 136] [18 125] [19 131] [20 118] [21 112] [22 130] [23 123]]",890,1896,2786,0,121,139,121,127,136,11,120,137,82,70,125,97,135,128,126,112,124,136,125,131,118,112,130,123,5,2,3,5,4,2,3,4,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0
504,"Sit-and-Pursue","Small","Large",0.9,0.2,8164,8164,"78","[[0 6] [1 8] [2 9] [3 6] [4 2] [5 6] [6 3] [7 3] [8 2] [9 3] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 200] [1 195] [2 222] [3 198] [4 136] [5 199] [6 192] [7 84] [8 37] [9 203] [10 42] [11 28] [12 191] [13 180] [14 219] [15 202] [16 208] [17 189] [18 205] [19 186] [20 204] [21 181] [22 192] [23 189]]",1087,2995,4082,0,200,195,222,198,136,199,192,84,37,203,42,28,191,180,219,202,208,189,205,186,204,181,192,189,6,8,9,6,2,6,3,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
505,"Sit-and-Pursue","Small","Large",0.9,0.2,4210,4210,"50","[[0 3] [1 3] [2 7] [3 0] [4 2] [5 0] [6 7] [7 1] [8 3] [9 1] [10 2] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 79] [1 104] [2 100] [3 82] [4 101] [5 89] [6 100] [7 73] [8 85] [9 85] [10 43] [11 91] [12 89] [13 103] [14 79] [15 87] [16 85] [17 82] [18 82] [19 95] [20 95] [21 99] [22 92] [23 83]]",731,1372,2103,0,79,104,100,82,101,89,100,73,85,85,43,91,89,103,79,87,85,82,82,95,95,99,92,83,3,3,7,0,2,0,7,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
491,"Sit-and-Pursue","Small","Small",0.9,0.2,87599,87600,"156","[[0 2] [1 16] [2 53] [3 17] [4 2] [5 2] [6 2] [7 2] [8 2] [9 3] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 4] [1 185] [2 505] [3 251] [4 80] [5 60] [6 57] [7 54] [8 74] [9 95] [10 50] [11 48] [12 3516] [13 3540] [14 3532] [15 3516] [16 3526] [17 3526] [18 3530] [19 3541] [20 3512] [21 3535] [22 3529] [23 3534]]",1300,42500,43800,0,4,185,505,251,80,60,57,54,74,95,50,48,3516,3540,3532,3516,3526,3526,3530,3541,3512,3535,3529,3534,2,16,53,17,2,2,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
507,"Sit-and-Pursue","Small","Large",0.9,0.2,5311,5311,"66","[[0 4] [1 4] [2 2] [3 1] [4 2] [5 2] [6 3] [7 1] [8 2] [9 3] [10 1] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 127] [1 127] [2 85] [3 133] [4 58] [5 34] [6 135] [7 118] [8 49] [9 111] [10 113] [11 50] [12 124] [13 121] [14 144] [15 120] [16 117] [17 115] [18 130] [19 119] [20 140] [21 132] [22 128] [23 124]]",1320,1334,2654,0,127,127,85,133,58,34,135,118,49,111,113,50,124,121,144,120,117,115,130,119,140,132,128,124,4,4,2,1,2,2,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
508,"Sit-and-Pursue","Small","Large",0.9,0.2,3675,3675,"45","[[0 3] [1 3] [2 1] [3 4] [4 3] [5 2] [6 2] [7 4] [8 1] [9 3] [10 0] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 45] [1 81] [2 86] [3 78] [4 78] [5 51] [6 43] [7 84] [8 86] [9 78] [10 73] [11 49] [12 87] [13 78] [14 85] [15 83] [16 92] [17 89] [18 83] [19 86] [20 93] [21 90] [22 71] [23 69]]",639,1199,1838,0,45,81,86,78,78,51,43,84,86,78,73,49,87,78,85,83,92,89,83,86,93,90,71,69,3,3,1,4,3,2,2,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
509,"Sit-and-Pursue","Small","Large",0.9,0.2,5045,5045,"63","[[0 2] [1 7] [2 2] [3 2] [4 8] [5 6] [6 4] [7 2] [8 2] [9 2] [10 2] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 34] [1 109] [2 124] [3 28] [4 125] [5 117] [6 100] [7 115] [8 69] [9 104] [10 43] [11 99] [12 126] [13 113] [14 113] [15 125] [16 123] [17 128] [18 121] [19 129] [20 121] [21 110] [22 124] [23 122]]",1070,1452,2522,0,34,109,124,28,125,117,100,115,69,104,43,99,126,113,113,125,123,128,121,129,121,110,124,122,2,7,2,2,8,6,4,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
506,"Sit-and-Pursue","Small","Large",0.9,0.2,24531,24531,"263","[[0 25] [1 21] [2 24] [3 20] [4 13] [5 21] [6 9] [7 2] [8 3] [9 17] [10 21] [11 17] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 584] [1 579] [2 610] [3 615] [4 315] [5 599] [6 225] [7 96] [8 71] [9 565] [10 450] [11 377] [12 599] [13 600] [14 591] [15 629] [16 589] [17 605] [18 595] [19 585] [20 603] [21 607] [22 583] [23 595]]",908,11359,12267,0,584,579,610,615,315,599,225,96,71,565,450,377,599,600,591,629,589,605,595,585,603,607,583,595,25,21,24,20,13,21,9,2,3,17,21,17,0,0,0,0,0,0,0,0,0,0,0,0
