"","metric","parameter","index","value","seed"
"1","mean","Detection-prob-black","mustar",75.131806011053,1706873498
"2","mean","Detection-prob-white","mustar",66.6935665451874,1706873498
"3","mean","Hours-Pred-Active-Until","mustar",91.3101986711358,1706873498
"4","mean","Detection-prob-black","mu",19.0446187895419,1706873498
"5","mean","Detection-prob-white","mu",11.287991986842,1706873498
"6","mean","Hours-Pred-Active-Until","mu",59.735817027927,1706873498
"7","mean","Detection-prob-black","sigma",128.207671906619,1706873498
"8","mean","Detection-prob-white","sigma",119.180578629784,1706873498
"9","mean","Hours-Pred-Active-Until","sigma",122.961548958659,1706873498
"10","mean","Detection-prob-black","mustar",96.3868037990655,588282142
"11","mean","Detection-prob-white","mustar",84.8462604085548,588282142
"12","mean","Hours-Pred-Active-Until","mustar",90.7545672117875,588282142
"13","mean","Detection-prob-black","mu",16.7648922966886,588282142
"14","mean","Detection-prob-white","mu",-45.6605291917472,588282142
"15","mean","Hours-Pred-Active-Until","mu",-20.526050249535,588282142
"16","mean","Detection-prob-black","sigma",144.259279955024,588282142
"17","mean","Detection-prob-white","sigma",115.945729751878,588282142
"18","mean","Hours-Pred-Active-Until","sigma",132.819744711908,588282142
"19","mean","Detection-prob-black","mustar",71.1701843949583,-862992761
"20","mean","Detection-prob-white","mustar",77.2795869119212,-862992761
"21","mean","Hours-Pred-Active-Until","mustar",106.557475871283,-862992761
"22","mean","Detection-prob-black","mu",48.0453034111796,-862992761
"23","mean","Detection-prob-white","mu",-33.7720412301405,-862992761
"24","mean","Hours-Pred-Active-Until","mu",65.6985963859028,-862992761
"25","mean","Detection-prob-black","sigma",97.2653263317875,-862992761
"26","mean","Detection-prob-white","sigma",126.957681932429,-862992761
"27","mean","Hours-Pred-Active-Until","sigma",156.90038824306,-862992761
"28","mean","Detection-prob-black","mustar",91.0162912104354,-2017910721
"29","mean","Detection-prob-white","mustar",92.9258105664626,-2017910721
"30","mean","Hours-Pred-Active-Until","mustar",109.631595420203,-2017910721
"31","mean","Detection-prob-black","mu",23.1339085726717,-2017910721
"32","mean","Detection-prob-white","mu",16.2253951975234,-2017910721
"33","mean","Hours-Pred-Active-Until","mu",23.9760350725466,-2017910721
"34","mean","Detection-prob-black","sigma",121.660377486735,-2017910721
"35","mean","Detection-prob-white","sigma",134.044319938501,-2017910721
"36","mean","Hours-Pred-Active-Until","sigma",143.279545698178,-2017910721
"37","mean","Detection-prob-black","mustar",76.4989895456735,450984592
"38","mean","Detection-prob-white","mustar",71.8338807086232,450984592
"39","mean","Hours-Pred-Active-Until","mustar",72.9740088273746,450984592
"40","mean","Detection-prob-black","mu",-3.07183113976822,450984592
"41","mean","Detection-prob-white","mu",14.6030729210575,450984592
"42","mean","Hours-Pred-Active-Until","mu",25.0520680447522,450984592
"43","mean","Detection-prob-black","sigma",122.649388020619,450984592
"44","mean","Detection-prob-white","sigma",106.923443423059,450984592
"45","mean","Hours-Pred-Active-Until","sigma",107.858306251412,450984592
