"BehaviorSpace results (NetLogo 6.2.1)"
"YEAR_MODELS_8x12_death_Space_Time_EVENHabitat_Nov19Final.nlogo"
"YEAR5_MODELS"
"11/30/2021 16:45:23:087 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","7","0","11"
"[run number]","Predator-Strategy","Prey-Starting-Condition","Predator-Starting-Condition","Detection-prob-black","Detection-prob-white","[step]","ticks","[nearby] of preys","mapAware-table [1] of one-of patches","hour-map-prey [1]","[p-black] of one-of preys","[p-white] of one-of preys","[domain-overlap] of one-of preys","[domain-prey] of one-of preys"
"564","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[87]","[[0 2] [1 2] [2 2] [3 4] [4 2] [5 9] [6 3] [7 3] [8 11] [9 8] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 52] [1 19] [2 151] [3 371] [4 35] [5 276] [6 253] [7 124] [8 333] [9 291] [10 152] [11 23] [12 1644] [13 1640] [14 1639] [15 1664] [16 1646] [17 1667] [18 1656] [19 1642] [20 1669] [21 1645] [22 1644] [23 1664]]","12221","9679","21900","0"
"565","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[63]","[[0 2] [1 6] [2 2] [3 2] [4 2] [5 3] [6 2] [7 2] [8 2] [9 2] [10 5] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 145] [1 278] [2 163] [3 102] [4 81] [5 130] [6 188] [7 44] [8 153] [9 143] [10 252] [11 239] [12 1687] [13 1665] [14 1665] [15 1646] [16 1671] [17 1666] [18 1659] [19 1662] [20 1679] [21 1675] [22 1646] [23 1661]]","16428","5472","21900","0"
"567","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[105]","[[0 2] [1 6] [2 5] [3 2] [4 3] [5 2] [6 6] [7 5] [8 10] [9 2] [10 7] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 40] [1 212] [2 154] [3 77] [4 95] [5 30] [6 334] [7 385] [8 510] [9 155] [10 429] [11 62] [12 1617] [13 1638] [14 1634] [15 1614] [16 1619] [17 1609] [18 1624] [19 1619] [20 1599] [21 1628] [22 1617] [23 1599]]","15751","6149","21900","0"
"569","Sit-and-Pursue","Small","Large","0.55","0.55","9890","9890","[90]","[[0 3] [1 6] [2 5] [3 4] [4 8] [5 7] [6 2] [7 2] [8 8] [9 5] [10 3] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 76] [1 237] [2 110] [3 148] [4 273] [5 255] [6 11] [7 57] [8 266] [9 238] [10 82] [11 81] [12 263] [13 270] [14 274] [15 258] [16 263] [17 276] [18 251] [19 234] [20 263] [21 248] [22 259] [23 252]]","761","4184","4945","0"
"570","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[53]","[[0 2] [1 2] [2 2] [3 2] [4 2] [5 2] [6 2] [7 2] [8 3] [9 2] [10 2] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 82] [1 37] [2 9] [3 39] [4 53] [5 123] [6 145] [7 53] [8 85] [9 189] [10 51] [11 216] [12 1735] [13 1743] [14 1736] [15 1738] [16 1731] [17 1731] [18 1729] [19 1740] [20 1729] [21 1740] [22 1736] [23 1730]]","9014","12886","21900","0"
"573","Sit-and-Pursue","Small","Large","0.55","0.55","1592","1592","[4]","[[0 1] [1 0] [2 0] [3 0] [4 0] [5 0] [6 0] [7 0] [8 1] [9 0] [10 0] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 47] [1 38] [2 28] [3 33] [4 35] [5 29] [6 30] [7 27] [8 34] [9 41] [10 27] [11 35] [12 35] [13 32] [14 27] [15 31] [16 29] [17 30] [18 37] [19 29] [20 33] [21 39] [22 34] [23 34]]","374","420","794","0"
"568","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[106]","[[0 3] [1 2] [2 2] [3 17] [4 5] [5 3] [6 3] [7 3] [8 2] [9 6] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 134] [1 17] [2 46] [3 671] [4 320] [5 53] [6 168] [7 127] [8 102] [9 434] [10 70] [11 389] [12 1599] [13 1600] [14 1611] [15 1630] [16 1616] [17 1615] [18 1644] [19 1622] [20 1608] [21 1635] [22 1583] [23 1606]]","15441","6459","21900","0"
"575","Sit-and-Pursue","Small","Large","0.55","0.55","225","225","[3]","[[0 0] [1 0] [2 0] [3 0] [4 0] [5 0] [6 0] [7 0] [8 0] [9 0] [10 0] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 5] [1 5] [2 5] [3 5] [4 5] [5 7] [6 7] [7 4] [8 4] [9 4] [10 5] [11 3] [12 4] [13 5] [14 4] [15 6] [16 6] [17 6] [18 3] [19 2] [20 4] [21 2] [22 5] [23 7]]","63","50","113","0"
"571","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[108]","[[0 6] [1 3] [2 2] [3 4] [4 3] [5 5] [6 7] [7 3] [8 7] [9 11] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 265] [1 48] [2 49] [3 292] [4 131] [5 274] [6 307] [7 159] [8 309] [9 446] [10 30] [11 91] [12 1622] [13 1632] [14 1619] [15 1621] [16 1640] [17 1635] [18 1634] [19 1624] [20 1611] [21 1610] [22 1640] [23 1611]]","14771","7129","21900","0"
"572","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[73]","[[0 4] [1 2] [2 2] [3 3] [4 5] [5 6] [6 2] [7 9] [8 5] [9 3] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 173] [1 37] [2 55] [3 21] [4 281] [5 239] [6 9] [7 255] [8 203] [9 89] [10 76] [11 102] [12 1693] [13 1697] [14 1710] [15 1694] [16 1693] [17 1692] [18 1698] [19 1698] [20 1698] [21 1687] [22 1706] [23 1694]]","3445","18455","21900","0"
"577","Sit-and-Pursue","Small","Large","0.55","0.55","7740","7740","[60]","[[0 2] [1 2] [2 3] [3 7] [4 2] [5 2] [6 3] [7 2] [8 2] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 87] [1 87] [2 205] [3 164] [4 195] [5 83] [6 212] [7 127] [8 12] [9 37] [10 20] [11 204] [12 200] [13 206] [14 188] [15 194] [16 202] [17 211] [18 208] [19 198] [20 210] [21 207] [22 216] [23 195]]","2750","1118","3868","0"
"578","Sit-and-Pursue","Small","Large","0.55","0.55","5934","5934","[59]","[[0 2] [1 4] [2 2] [3 2] [4 3] [5 0] [6 1] [7 4] [8 3] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 119] [1 133] [2 117] [3 50] [4 87] [5 152] [6 146] [7 137] [8 24] [9 114] [10 103] [11 24] [12 142] [13 145] [14 132] [15 158] [16 170] [17 148] [18 142] [19 126] [20 149] [21 155] [22 166] [23 126]]","1967","998","2965","0"
"574","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[88]","[[0 2] [1 2] [2 2] [3 2] [4 3] [5 12] [6 3] [7 3] [8 2] [9 2] [10 2] [11 8] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 133] [1 54] [2 27] [3 95] [4 54] [5 446] [6 75] [7 53] [8 34] [9 96] [10 108] [11 382] [12 1697] [13 1699] [14 1682] [15 1717] [16 1698] [17 1689] [18 1700] [19 1702] [20 1680] [21 1677] [22 1695] [23 1707]]","10105","11795","21900","0"
"579","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[80]","[[0 3] [1 2] [2 2] [3 2] [4 3] [5 2] [6 3] [7 9] [8 4] [9 7] [10 3] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 430] [1 45] [2 8] [3 151] [4 169] [5 42] [6 45] [7 383] [8 138] [9 153] [10 142] [11 92] [12 1659] [13 1670] [14 1681] [15 1683] [16 1676] [17 1661] [18 1651] [19 1682] [20 1687] [21 1682] [22 1688] [23 1682]]","3609","18291","21900","0"
"576","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[78]","[[0 2] [1 3] [2 2] [3 4] [4 2] [5 6] [6 2] [7 2] [8 4] [9 13] [10 5] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 83] [1 71] [2 27] [3 71] [4 71] [5 181] [6 7] [7 17] [8 180] [9 463] [10 184] [11 25] [12 1698] [13 1711] [14 1711] [15 1711] [16 1710] [17 1710] [18 1707] [19 1709] [20 1700] [21 1719] [22 1723] [23 1711]]","7374","14526","21900","0"
"582","Sit-and-Pursue","Small","Large","0.55","0.55","2986","2986","[37]","[[0 1] [1 2] [2 2] [3 2] [4 2] [5 2] [6 1] [7 2] [8 2] [9 2] [10 2] [11 0] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 67] [1 68] [2 18] [3 23] [4 44] [5 70] [6 61] [7 17] [8 77] [9 67] [10 70] [11 72] [12 79] [13 72] [14 64] [15 68] [16 62] [17 67] [18 70] [19 61] [20 77] [21 80] [22 61] [23 75]]","834","656","1490","0"
"580","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[106]","[[0 6] [1 3] [2 5] [3 3] [4 7] [5 7] [6 2] [7 2] [8 6] [9 3] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 410] [1 178] [2 189] [3 119] [4 400] [5 485] [6 55] [7 122] [8 153] [9 181] [10 452] [11 21] [12 1592] [13 1598] [14 1612] [15 1591] [16 1578] [17 1590] [18 1612] [19 1597] [20 1579] [21 1595] [22 1599] [23 1592]]","5175","16725","21900","0"
"584","Sit-and-Pursue","Small","Large","0.55","0.55","11185","11185","[86]","[[0 7] [1 4] [2 2] [3 3] [4 6] [5 2] [6 2] [7 2] [8 2] [9 2] [10 4] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 314] [1 222] [2 27] [3 110] [4 144] [5 98] [6 88] [7 6] [8 189] [9 250] [10 128] [11 136] [12 337] [13 302] [14 331] [15 341] [16 332] [17 326] [18 308] [19 333] [20 321] [21 312] [22 326] [23 312]]","3248","2345","5593","0"
"581","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[72]","[[0 2] [1 7] [2 4] [3 2] [4 2] [5 8] [6 4] [7 5] [8 4] [9 3] [10 6] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 13] [1 241] [2 126] [3 62] [4 59] [5 393] [6 165] [7 279] [8 193] [9 66] [10 238] [11 187] [12 1649] [13 1665] [14 1663] [15 1652] [16 1679] [17 1640] [18 1658] [19 1655] [20 1654] [21 1649] [22 1669] [23 1645]]","4451","17449","21900","0"
"585","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[63]","[[0 2] [1 2] [2 5] [3 3] [4 6] [5 5] [6 2] [7 3] [8 7] [9 2] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 117] [1 28] [2 289] [3 24] [4 331] [5 453] [6 242] [7 17] [8 417] [9 108] [10 111] [11 170] [12 1628] [13 1632] [14 1636] [15 1649] [16 1619] [17 1637] [18 1621] [19 1626] [20 1652] [21 1629] [22 1626] [23 1638]]","7045","14855","21900","0"
"583","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[96]","[[0 2] [1 6] [2 11] [3 4] [4 3] [5 2] [6 3] [7 3] [8 2] [9 12] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 49] [1 308] [2 317] [3 145] [4 137] [5 42] [6 290] [7 91] [8 49] [9 596] [10 34] [11 28] [12 1635] [13 1667] [14 1647] [15 1651] [16 1655] [17 1663] [18 1644] [19 1659] [20 1651] [21 1652] [22 1646] [23 1644]]","14119","7781","21900","0"
"586","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[62]","[[0 3] [1 2] [2 2] [3 6] [4 2] [5 2] [6 2] [7 2] [8 2] [9 8] [10 4] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 67] [1 39] [2 61] [3 164] [4 39] [5 70] [6 24] [7 12] [8 149] [9 213] [10 103] [11 147] [12 1735] [13 1741] [14 1733] [15 1736] [16 1719] [17 1737] [18 1732] [19 1737] [20 1727] [21 1731] [22 1738] [23 1746]]","932","20968","21900","0"
"588","Sit-and-Pursue","Small","Large","0.55","0.55","13499","13499","[116]","[[0 2] [1 2] [2 3] [3 8] [4 4] [5 3] [6 7] [7 13] [8 4] [9 2] [10 8] [11 6] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 150] [1 97] [2 92] [3 243] [4 145] [5 135] [6 260] [7 361] [8 170] [9 143] [10 354] [11 181] [12 368] [13 373] [14 382] [15 370] [16 373] [17 372] [18 388] [19 346] [20 366] [21 352] [22 368] [23 357]]","5405","1341","6746","0"
"587","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[59]","[[0 2] [1 2] [2 4] [3 3] [4 2] [5 2] [6 3] [7 2] [8 2] [9 5] [10 2] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 83] [1 12] [2 49] [3 10] [4 25] [5 119] [6 92] [7 4] [8 129] [9 297] [10 100] [11 73] [12 1736] [13 1751] [14 1728] [15 1743] [16 1745] [17 1752] [18 1734] [19 1731] [20 1743] [21 1741] [22 1753] [23 1750]]","16513","5387","21900","0"
"590","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[60]","[[0 3] [1 2] [2 4] [3 3] [4 2] [5 4] [6 2] [7 5] [8 5] [9 2] [10 2] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 86] [1 88] [2 117] [3 93] [4 32] [5 64] [6 10] [7 104] [8 194] [9 26] [10 112] [11 248] [12 1723] [13 1730] [14 1723] [15 1738] [16 1722] [17 1726] [18 1731] [19 1729] [20 1731] [21 1729] [22 1731] [23 1713]]","12383","9517","21900","0"
"589","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[80]","[[0 2] [1 4] [2 5] [3 10] [4 2] [5 2] [6 3] [7 3] [8 3] [9 3] [10 3] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 91] [1 80] [2 179] [3 314] [4 39] [5 68] [6 23] [7 102] [8 76] [9 54] [10 104] [11 65] [12 1734] [13 1740] [14 1712] [15 1743] [16 1707] [17 1724] [18 1729] [19 1723] [20 1713] [21 1725] [22 1724] [23 1731]]","8288","13612","21900","0"
"591","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[77]","[[0 3] [1 5] [2 3] [3 4] [4 3] [5 5] [6 2] [7 3] [8 2] [9 5] [10 3] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 112] [1 58] [2 148] [3 247] [4 86] [5 78] [6 53] [7 182] [8 89] [9 162] [10 59] [11 273] [12 1701] [13 1688] [14 1692] [15 1700] [16 1693] [17 1701] [18 1698] [19 1688] [20 1691] [21 1706] [22 1702] [23 1693]]","19645","2255","21900","0"
"592","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[73]","[[0 8] [1 4] [2 3] [3 6] [4 2] [5 5] [6 3] [7 2] [8 2] [9 4] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 440] [1 234] [2 123] [3 228] [4 53] [5 124] [6 51] [7 33] [8 30] [9 128] [10 97] [11 29] [12 1695] [13 1682] [14 1686] [15 1693] [16 1687] [17 1712] [18 1705] [19 1704] [20 1684] [21 1707] [22 1681] [23 1694]]","10591","11309","21900","0"
"594","Sit-and-Pursue","Small","Large","0.55","0.55","19159","19159","[101]","[[0 6] [1 3] [2 3] [3 4] [4 2] [5 2] [6 8] [7 6] [8 3] [9 3] [10 3] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 180] [1 30] [2 96] [3 181] [4 58] [5 40] [6 650] [7 174] [8 127] [9 150] [10 15] [11 113] [12 640] [13 647] [14 644] [15 652] [16 656] [17 625] [18 634] [19 650] [20 646] [21 640] [22 660] [23 669]]","2327","7250","9577","0"
"593","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[140]","[[0 9] [1 2] [2 2] [3 2] [4 2] [5 14] [6 11] [7 4] [8 2] [9 5] [10 2] [11 21] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 192] [1 37] [2 54] [3 103] [4 75] [5 667] [6 381] [7 119] [8 62] [9 291] [10 34] [11 749] [12 1589] [13 1601] [14 1603] [15 1581] [16 1592] [17 1608] [18 1610] [19 1601] [20 1577] [21 1592] [22 1593] [23 1589]]","20916","984","21900","0"
"595","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[63]","[[0 2] [1 3] [2 3] [3 3] [4 2] [5 2] [6 2] [7 2] [8 4] [9 2] [10 2] [11 5] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 11] [1 98] [2 42] [3 172] [4 113] [5 86] [6 162] [7 59] [8 204] [9 29] [10 149] [11 239] [12 1698] [13 1715] [14 1714] [15 1728] [16 1713] [17 1708] [18 1706] [19 1714] [20 1700] [21 1712] [22 1713] [23 1715]]","8950","12950","21900","0"
"596","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[56]","[[0 2] [1 2] [2 2] [3 3] [4 7] [5 4] [6 3] [7 4] [8 2] [9 2] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 69] [1 29] [2 28] [3 82] [4 231] [5 84] [6 26] [7 199] [8 61] [9 25] [10 48] [11 25] [12 1744] [13 1742] [14 1737] [15 1755] [16 1754] [17 1767] [18 1751] [19 1740] [20 1746] [21 1755] [22 1745] [23 1757]]","7748","14152","21900","0"
"597","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[126]","[[0 3] [1 2] [2 2] [3 2] [4 2] [5 14] [6 6] [7 8] [8 32] [9 3] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 104] [1 199] [2 29] [3 95] [4 106] [5 376] [6 163] [7 328] [8 1029] [9 49] [10 51] [11 74] [12 1604] [13 1612] [14 1605] [15 1635] [16 1590] [17 1603] [18 1594] [19 1627] [20 1603] [21 1596] [22 1608] [23 1620]]","8962","12938","21900","0"
"598","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[105]","[[0 3] [1 2] [2 2] [3 2] [4 6] [5 3] [6 10] [7 5] [8 5] [9 5] [10 8] [11 4] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 138] [1 102] [2 179] [3 71] [4 146] [5 155] [6 385] [7 194] [8 74] [9 201] [10 198] [11 159] [12 1662] [13 1655] [14 1655] [15 1653] [16 1658] [17 1653] [18 1672] [19 1664] [20 1663] [21 1653] [22 1650] [23 1660]]","3861","18039","21900","0"
"599","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[121]","[[0 2] [1 4] [2 4] [3 2] [4 2] [5 3] [6 2] [7 3] [8 3] [9 28] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 13] [1 78] [2 78] [3 39] [4 149] [5 27] [6 35] [7 47] [8 82] [9 1225] [10 79] [11 121] [12 1662] [13 1662] [14 1668] [15 1676] [16 1661] [17 1650] [18 1662] [19 1650] [20 1672] [21 1672] [22 1635] [23 1657]]","20541","1359","21900","0"
"603","Sit-and-Pursue","Large","Small","0.55","0.55","2116","2116","[22]","[[0 1] [1 0] [2 1] [3 0] [4 2] [5 1] [6 1] [7 1] [8 0] [9 0] [10 2] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 36] [1 45] [2 52] [3 44] [4 22] [5 46] [6 44] [7 48] [8 51] [9 37] [10 49] [11 43] [12 42] [13 51] [14 45] [15 43] [16 38] [17 42] [18 46] [19 47] [20 51] [21 40] [22 46] [23 51]]","549","510","509","550"
"600","Sit-and-Pursue","Small","Large","0.55","0.55","43799","43800","[52]","[[0 5] [1 3] [2 2] [3 2] [4 2] [5 2] [6 4] [7 3] [8 3] [9 2] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 334] [1 40] [2 91] [3 152] [4 62] [5 47] [6 162] [7 87] [8 109] [9 39] [10 32] [11 64] [12 1721] [13 1718] [14 1733] [15 1733] [16 1712] [17 1725] [18 1734] [19 1714] [20 1731] [21 1738] [22 1707] [23 1715]]","10895","11005","21900","0"
"602","Sit-and-Pursue","Large","Small","0.55","0.55","43799","43800","[82]","[[0 2] [1 5] [2 4] [3 3] [4 2] [5 4] [6 3] [7 2] [8 4] [9 4] [10 8] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 44] [1 1272] [2 926] [3 1283] [4 43] [5 1260] [6 97] [7 54] [8 445] [9 206] [10 786] [11 235] [12 1239] [13 1282] [14 1276] [15 1291] [16 1282] [17 1258] [18 1260] [19 1237] [20 1284] [21 1277] [22 1274] [23 1289]]","10933","10967","1821","20079"
"601","Sit-and-Pursue","Large","Small","0.55","0.55","43799","43800","[93]","[[0 2] [1 4] [2 2] [3 2] [4 4] [5 7] [6 8] [7 3] [8 2] [9 2] [10 2] [11 3] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 80] [1 518] [2 242] [3 226] [4 883] [5 1326] [6 1335] [7 219] [8 157] [9 330] [10 136] [11 168] [12 1358] [13 1350] [14 1372] [15 1331] [16 1383] [17 1359] [18 1345] [19 1358] [20 1351] [21 1409] [22 1353] [23 1311]]","8969","12931","2457","19443"
"604","Sit-and-Pursue","Large","Small","0.55","0.55","43799","43800","[105]","[[0 2] [1 4] [2 2] [3 4] [4 2] [5 2] [6 5] [7 19] [8 17] [9 2] [10 3] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 28] [1 111] [2 106] [3 263] [4 263] [5 201] [6 948] [7 1193] [8 1154] [9 100] [10 251] [11 241] [12 1416] [13 1446] [14 1405] [15 1443] [16 1419] [17 1428] [18 1392] [19 1397] [20 1437] [21 1389] [22 1435] [23 1434]]","14979","6921","7720","14180"
"608","Sit-and-Pursue","Large","Small","0.55","0.55","4400","4400","[26]","[[0 2] [1 0] [2 0] [3 1] [4 1] [5 1] [6 1] [7 0] [8 1] [9 2] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 70] [1 101] [2 96] [3 88] [4 101] [5 97] [6 101] [7 95] [8 98] [9 44] [10 37] [11 85] [12 94] [13 105] [14 99] [15 103] [16 87] [17 107] [18 102] [19 99] [20 101] [21 100] [22 95] [23 96]]","933","1268","599","1602"
"605","Sit-and-Pursue","Large","Small","0.55","0.55","43799","43800","[74]","[[0 2] [1 3] [2 2] [3 2] [4 2] [5 4] [6 5] [7 8] [8 4] [9 2] [10 4] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 128] [1 229] [2 32] [3 74] [4 1290] [5 1286] [6 1295] [7 1285] [8 199] [9 43] [10 197] [11 429] [12 1283] [13 1299] [14 1263] [15 1288] [16 1291] [17 1265] [18 1279] [19 1289] [20 1260] [21 1313] [22 1269] [23 1314]]","13400","8500","1257","20643"
"609","Sit-and-Pursue","Large","Small","0.55","0.55","6679","6679","[41]","[[0 1] [1 1] [2 4] [3 1] [4 1] [5 2] [6 3] [7 3] [8 3] [9 1] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 147] [1 156] [2 102] [3 143] [4 145] [5 127] [6 159] [7 139] [8 91] [9 139] [10 150] [11 100] [12 142] [13 139] [14 146] [15 156] [16 144] [17 142] [18 122] [19 146] [20 145] [21 145] [22 149] [23 165]]","1372","1967","1071","2268"
"610","Sit-and-Pursue","Large","Small","0.55","0.55","1470","1470","[6]","[[0 0] [1 1] [2 0] [3 0] [4 0] [5 0] [6 1] [7 1] [8 0] [9 1] [10 0] [11 1] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 28] [1 25] [2 35] [3 36] [4 35] [5 27] [6 27] [7 33] [8 31] [9 37] [10 40] [11 26] [12 26] [13 34] [14 32] [15 36] [16 25] [17 29] [18 28] [19 27] [20 34] [21 26] [22 32] [23 25]]","384","350","249","485"
"611","Sit-and-Pursue","Large","Small","0.55","0.55","6459","6459","[37]","[[0 1] [1 4] [2 2] [3 2] [4 4] [5 0] [6 2] [7 1] [8 1] [9 1] [10 2] [11 2] [12 0] [13 0] [14 0] [15 0] [16 0] [17 0] [18 0] [19 0] [20 0] [21 0] [22 0] [23 0]]","[[0 150] [1 157] [2 132] [3 19] [4 141] [5 131] [6 97] [7 132] [8 152] [9 132] [10 146] [11 132] [12 152] [13 119] [14 140] [15 141] [16 151] [17 135] [18 150] [19 132] [20 133] [21 154] [22 140] [23 161]]","1293","1936","943","2286"
