"","metric","parameter","index","value","seed"
"1","mean","Detection-prob-black","mustar",105.045044756855,-1176183737
"2","mean","Detection-prob-white","mustar",80.3216601661126,-1176183737
"3","mean","Hours-Pred-Active-Until","mustar",81.5720412391043,-1176183737
"4","mean","Detection-prob-black","mu",-14.3377044323725,-1176183737
"5","mean","Detection-prob-white","mu",15.8507699444512,-1176183737
"6","mean","Hours-Pred-Active-Until","mu",9.64373579562849,-1176183737
"7","mean","Detection-prob-black","sigma",132.954620658539,-1176183737
"8","mean","Detection-prob-white","sigma",111.443021079062,-1176183737
"9","mean","Hours-Pred-Active-Until","sigma",105.113429395693,-1176183737
"10","mean","Detection-prob-black","mustar",39.475847220555,159260891
"11","mean","Detection-prob-white","mustar",34.5009921997238,159260891
"12","mean","Hours-Pred-Active-Until","mustar",35.1227640723146,159260891
"13","mean","Detection-prob-black","mu",15.2117367010065,159260891
"14","mean","Detection-prob-white","mu",8.91420977465094,159260891
"15","mean","Hours-Pred-Active-Until","mu",-5.53323572063544,159260891
"16","mean","Detection-prob-black","sigma",88.8922848006643,159260891
"17","mean","Detection-prob-white","sigma",69.0302971694815,159260891
"18","mean","Hours-Pred-Active-Until","sigma",76.1551151684017,159260891
"19","mean","Detection-prob-black","mustar",101.465477152514,1147539392
"20","mean","Detection-prob-white","mustar",83.3339342585573,1147539392
"21","mean","Hours-Pred-Active-Until","mustar",95.2358783243938,1147539392
"22","mean","Detection-prob-black","mu",28.5939724047794,1147539392
"23","mean","Detection-prob-white","mu",31.7869793295384,1147539392
"24","mean","Hours-Pred-Active-Until","mu",45.5923608557004,1147539392
"25","mean","Detection-prob-black","sigma",135.968674413524,1147539392
"26","mean","Detection-prob-white","sigma",117.451896435835,1147539392
"27","mean","Hours-Pred-Active-Until","sigma",119.37693188213,1147539392
"28","mean","Detection-prob-black","mustar",95.0596981326691,-451373285
"29","mean","Detection-prob-white","mustar",94.67119505071,-451373285
"30","mean","Hours-Pred-Active-Until","mustar",128.129400677917,-451373285
"31","mean","Detection-prob-black","mu",-20.1295493796388,-451373285
"32","mean","Detection-prob-white","mu",22.0480086365337,-451373285
"33","mean","Hours-Pred-Active-Until","mu",72.8719601669511,-451373285
"34","mean","Detection-prob-black","sigma",126.240617581095,-451373285
"35","mean","Detection-prob-white","sigma",140.185421667032,-451373285
"36","mean","Hours-Pred-Active-Until","sigma",147.900262020385,-451373285
"37","mean","Detection-prob-black","mustar",96.5870109504063,440893210
"38","mean","Detection-prob-white","mustar",104.094977225074,440893210
"39","mean","Hours-Pred-Active-Until","mustar",103.16528357219,440893210
"40","mean","Detection-prob-black","mu",22.5607627177974,440893210
"41","mean","Detection-prob-white","mu",15.8028698052983,440893210
"42","mean","Hours-Pred-Active-Until","mu",-19.0395353928639,440893210
"43","mean","Detection-prob-black","sigma",139.518408948513,440893210
"44","mean","Detection-prob-white","sigma",145.896488719906,440893210
"45","mean","Hours-Pred-Active-Until","sigma",131.287275476564,440893210
