"","metric","parameter","index","value","seed"
"1","mean","Detection-prob-black","mustar",85.6348233299986,-1119711789
"2","mean","Detection-prob-white","mustar",77.050172726845,-1119711789
"3","mean","Hours-Pred-Active-Until","mustar",84.9009692713468,-1119711789
"4","mean","Detection-prob-black","mu",-13.5239143138446,-1119711789
"5","mean","Detection-prob-white","mu",-5.41731122121567,-1119711789
"6","mean","Hours-Pred-Active-Until","mu",3.66186828941083,-1119711789
"7","mean","Detection-prob-black","sigma",126.034996934871,-1119711789
"8","mean","Detection-prob-white","sigma",119.241315929272,-1119711789
"9","mean","Hours-Pred-Active-Until","sigma",123.424288137552,-1119711789
"10","mean","Detection-prob-black","mustar",102.051175451527,-226891908
"11","mean","Detection-prob-white","mustar",83.8258722074633,-226891908
"12","mean","Hours-Pred-Active-Until","mustar",101.998590679558,-226891908
"13","mean","Detection-prob-black","mu",19.3408306327824,-226891908
"14","mean","Detection-prob-white","mu",-23.3591401542001,-226891908
"15","mean","Hours-Pred-Active-Until","mu",13.1660243343296,-226891908
"16","mean","Detection-prob-black","sigma",151.424367206067,-226891908
"17","mean","Detection-prob-white","sigma",127.292564730415,-226891908
"18","mean","Hours-Pred-Active-Until","sigma",136.432473820903,-226891908
"19","mean","Detection-prob-black","mustar",78.7209797099647,2000320625
"20","mean","Detection-prob-white","mustar",89.8838251445482,2000320625
"21","mean","Hours-Pred-Active-Until","mustar",93.2593641446301,2000320625
"22","mean","Detection-prob-black","mu",26.2437453994581,2000320625
"23","mean","Detection-prob-white","mu",30.8736268485967,2000320625
"24","mean","Hours-Pred-Active-Until","mu",56.4650872055281,2000320625
"25","mean","Detection-prob-black","sigma",111.94832535574,2000320625
"26","mean","Detection-prob-white","sigma",124.812375396436,2000320625
"27","mean","Hours-Pred-Active-Until","sigma",112.092098216245,2000320625
"28","mean","Detection-prob-black","mustar",91.5122036036176,-1419133580
"29","mean","Detection-prob-white","mustar",86.8463847942145,-1419133580
"30","mean","Hours-Pred-Active-Until","mustar",109.19237729453,-1419133580
"31","mean","Detection-prob-black","mu",20.0652468852265,-1419133580
"32","mean","Detection-prob-white","mu",-13.1003482385675,-1419133580
"33","mean","Hours-Pred-Active-Until","mu",-5.64950214481747,-1419133580
"34","mean","Detection-prob-black","sigma",125.269956036505,-1419133580
"35","mean","Detection-prob-white","sigma",118.074004456467,-1419133580
"36","mean","Hours-Pred-Active-Until","sigma",138.764699676941,-1419133580
"37","mean","Detection-prob-black","mustar",90.9387212996654,206912165
"38","mean","Detection-prob-white","mustar",88.309998322579,206912165
"39","mean","Hours-Pred-Active-Until","mustar",106.254761209686,206912165
"40","mean","Detection-prob-black","mu",-16.6090224077404,206912165
"41","mean","Detection-prob-white","mu",23.7915127588229,206912165
"42","mean","Hours-Pred-Active-Until","mu",41.9961759655354,206912165
"43","mean","Detection-prob-black","sigma",117.599517942084,206912165
"44","mean","Detection-prob-white","sigma",117.513505766504,206912165
"45","mean","Hours-Pred-Active-Until","sigma",124.397353163111,206912165
